eval_id,sample_id,pair_id,seed_group,replicate,latent_seed,condition,qwen_correct,gemini_correct,dual_vlm_correct,automated_consensus_correct
eval_0366,sample_0740,pair_047,1,1,1011,lsda_clean,1,0,0,1
eval_0367,sample_0007,pair_087,1,1,1011,lsda_clean,1,1,1,1
eval_0368,sample_0596,pair_017,1,2,1012,lsda_clean,1,1,1,0
eval_0369,sample_0372,pair_008,1,3,1013,native_SS,1,0,0,0
eval_0370,sample_0267,pair_076,3,2,3032,lsda_clean,1,1,1,1
eval_0371,sample_0586,pair_025,2,3,2023,lsda_clean,1,1,1,0
eval_0372,sample_0238,pair_072,3,2,3032,lsda_clean,1,1,1,1
eval_0373,sample_0447,pair_057,1,3,1013,lsda_clean,1,1,1,1
eval_0374,sample_0455,pair_059,3,3,3033,lsda_clean,1,1,1,1
eval_0375,sample_0696,pair_063,2,3,2023,native_SS,1,1,1,0
eval_0376,sample_0798,pair_065,2,2,2022,lsda_clean,1,1,1,1
eval_0377,sample_0535,pair_013,2,2,2022,lsda_clean,0,0,0,0
eval_0378,sample_0595,pair_044,2,1,2021,native_SS,1,1,1,0
eval_0379,sample_0347,pair_076,1,1,1011,native_SS,0,0,0,0
eval_0380,sample_0304,pair_064,3,3,3033,lsda_clean,1,1,1,0
eval_0381,sample_0566,pair_020,1,3,1013,native_SS,0,0,0,0
eval_0382,sample_0771,pair_023,3,3,3033,lsda_clean,1,1,1,0
eval_0383,sample_0157,pair_008,2,2,2022,lsda_clean,1,0,0,0
eval_0384,sample_0839,pair_097,3,2,3032,native_SS,1,1,1,0
eval_0385,sample_0025,pair_055,2,1,2021,native_SS,1,1,1,0
eval_0386,sample_0884,pair_074,3,3,3033,lsda_clean,1,1,1,1
eval_0387,sample_0009,pair_068,2,1,2021,lsda_clean,1,1,1,1
eval_0388,sample_0493,pair_047,3,2,3032,lsda_clean,1,1,1,0
eval_0389,sample_0310,pair_036,3,1,3031,lsda_clean,1,1,1,0
eval_0390,sample_0349,pair_070,1,3,1013,native_SS,1,1,1,1
eval_0391,sample_0827,pair_045,3,1,3031,native_SS,0,0,0,0
eval_0392,sample_0245,pair_006,3,3,3033,native_SS,1,0,0,1
eval_0393,sample_0866,pair_056,3,3,3033,native_SS,1,0,0,1
eval_0394,sample_0093,pair_041,1,1,1011,native_SS,1,0,0,0
eval_0395,sample_0701,pair_062,3,3,3033,lsda_clean,1,1,1,0
eval_0396,sample_0716,pair_034,2,1,2021,lsda_clean,1,1,1,1
eval_0397,sample_0299,pair_020,3,2,3032,lsda_clean,1,1,1,0
eval_0398,sample_0331,pair_044,1,2,1012,lsda_clean,1,1,1,1
eval_0399,sample_0612,pair_068,1,1,1011,native_SS,1,1,1,0
eval_0400,sample_0196,pair_066,3,3,3033,lsda_clean,1,1,1,1
eval_0401,sample_0886,pair_038,1,1,1011,lsda_clean,1,1,1,0
eval_0402,sample_0240,pair_080,1,1,1011,lsda_clean,1,1,1,0
eval_0403,sample_0176,pair_092,3,3,3033,lsda_clean,1,1,1,0
eval_0404,sample_0226,pair_019,1,3,1013,native_SS,1,1,1,0
eval_0405,sample_0224,pair_055,3,1,3031,native_SS,0,0,0,0
eval_0406,sample_0144,pair_048,3,1,3031,native_SS,1,1,1,0
eval_0407,sample_0249,pair_057,2,3,2023,lsda_clean,1,1,1,1
eval_0408,sample_0297,pair_057,3,1,3031,native_SS,1,1,1,0
eval_0409,sample_0019,pair_053,3,1,3031,lsda_clean,1,0,0,0
eval_0410,sample_0493,pair_047,3,2,3032,native_SS,1,1,1,0
eval_0411,sample_0713,pair_043,3,1,3031,native_SS,0,1,0,0
eval_0412,sample_0682,pair_071,2,2,2022,native_SS,0,0,0,0
eval_0413,sample_0526,pair_046,1,3,1013,native_SS,0,0,0,0
eval_0414,sample_0801,pair_060,3,3,3033,native_SS,1,1,1,0
eval_0415,sample_0618,pair_026,1,2,1012,lsda_clean,1,1,1,0
eval_0416,sample_0483,pair_057,3,3,3033,lsda_clean,1,1,1,0
eval_0417,sample_0333,pair_038,3,3,3033,native_SS,1,0,0,0
eval_0418,sample_0680,pair_008,2,3,2023,lsda_clean,0,0,0,0
eval_0419,sample_0394,pair_032,2,2,2022,native_SS,1,1,1,0
eval_0420,sample_0642,pair_019,1,2,1012,lsda_clean,1,1,1,0
eval_0421,sample_0765,pair_086,2,2,2022,lsda_clean,1,1,1,1
eval_0422,sample_0716,pair_034,2,1,2021,native_SS,1,0,0,0
eval_0423,sample_0116,pair_090,1,1,1011,lsda_clean,1,1,1,1
eval_0424,sample_0463,pair_046,3,1,3031,lsda_clean,1,0,0,0
eval_0425,sample_0143,pair_003,1,3,1013,lsda_clean,1,1,1,0
eval_0426,sample_0460,pair_095,3,1,3031,lsda_clean,1,1,1,0
eval_0427,sample_0223,pair_077,2,1,2021,lsda_clean,1,1,1,0
eval_0428,sample_0852,pair_078,1,1,1011,lsda_clean,1,1,1,1
eval_0429,sample_0756,pair_026,3,2,3032,lsda_clean,1,1,1,0
eval_0430,sample_0756,pair_026,3,2,3032,native_SS,1,0,0,0
eval_0431,sample_0348,pair_087,3,2,3032,lsda_clean,1,1,1,1
eval_0432,sample_0238,pair_072,3,2,3032,native_SS,1,0,0,1
eval_0433,sample_0780,pair_005,1,3,1013,native_SS,1,1,1,0
eval_0434,sample_0158,pair_054,2,1,2021,native_SS,0,0,0,0
eval_0435,sample_0842,pair_061,1,1,1011,lsda_clean,1,1,1,1
eval_0436,sample_0759,pair_026,1,1,1011,lsda_clean,1,0,0,0
eval_0437,sample_0506,pair_026,3,3,3033,native_SS,1,0,0,0
eval_0438,sample_0072,pair_009,3,3,3033,lsda_clean,1,1,1,0
eval_0439,sample_0191,pair_024,1,1,1011,lsda_clean,1,1,1,1
eval_0440,sample_0807,pair_001,2,1,2021,native_SS,1,1,1,0
eval_0441,sample_0064,pair_040,3,3,3033,lsda_clean,1,1,1,1
eval_0442,sample_0161,pair_089,2,2,2022,lsda_clean,1,1,1,1
eval_0443,sample_0389,pair_083,2,1,2021,native_SS,1,0,0,0
eval_0444,sample_0775,pair_066,2,2,2022,native_SS,1,1,1,0
eval_0445,sample_0862,pair_012,2,3,2023,native_SS,0,0,0,1
eval_0446,sample_0690,pair_051,3,1,3031,native_SS,1,1,1,0
eval_0447,sample_0078,pair_098,1,3,1013,lsda_clean,1,1,1,0
eval_0448,sample_0042,pair_033,1,2,1012,lsda_clean,1,1,1,1
eval_0449,sample_0520,pair_060,1,3,1013,lsda_clean,1,1,1,0
eval_0450,sample_0054,pair_046,2,2,2022,lsda_clean,0,0,0,0
eval_0451,sample_0385,pair_023,3,1,3031,native_SS,1,1,1,0
eval_0452,sample_0212,pair_057,2,2,2022,native_SS,1,1,1,0
eval_0453,sample_0436,pair_043,2,2,2022,native_SS,1,0,0,0
eval_0454,sample_0563,pair_093,3,3,3033,native_SS,1,0,0,0
eval_0455,sample_0800,pair_082,1,2,1012,lsda_clean,1,1,1,1
eval_0456,sample_0346,pair_083,3,1,3031,native_SS,0,0,0,0
eval_0457,sample_0295,pair_009,3,1,3031,lsda_clean,1,1,1,0
eval_0458,sample_0163,pair_067,1,2,1012,native_SS,1,0,0,1
eval_0459,sample_0645,pair_044,3,1,3031,lsda_clean,1,1,1,1
eval_0460,sample_0183,pair_046,2,1,2021,native_SS,0,0,0,1
eval_0461,sample_0710,pair_064,2,3,2023,lsda_clean,1,1,1,0
eval_0462,sample_0371,pair_014,3,3,3033,lsda_clean,1,1,1,1
eval_0463,sample_0270,pair_021,2,1,2021,native_SS,0,0,0,0
eval_0464,sample_0673,pair_061,3,1,3031,native_SS,1,0,0,1
eval_0465,sample_0897,pair_042,2,2,2022,native_SS,0,0,0,0
eval_0466,sample_0478,pair_010,1,3,1013,lsda_clean,1,1,1,0
eval_0467,sample_0209,pair_084,3,1,3031,native_SS,0,0,0,0
eval_0468,sample_0109,pair_081,2,3,2023,lsda_clean,1,1,1,1
eval_0469,sample_0429,pair_057,3,2,3032,lsda_clean,1,1,1,0
eval_0470,sample_0293,pair_034,3,2,3032,native_SS,0,0,0,0
eval_0471,sample_0720,pair_030,1,1,1011,native_SS,1,0,0,0
eval_0472,sample_0489,pair_053,3,2,3032,native_SS,1,0,0,0
eval_0473,sample_0639,pair_064,1,2,1012,lsda_clean,1,1,1,1
eval_0474,sample_0344,pair_094,1,3,1013,lsda_clean,1,0,0,0
eval_0475,sample_0803,pair_041,3,3,3033,lsda_clean,1,1,1,1
eval_0476,sample_0298,pair_065,3,3,3033,native_SS,1,1,1,0
eval_0477,sample_0308,pair_050,2,1,2021,native_SS,1,0,0,0
eval_0478,sample_0332,pair_098,1,1,1011,lsda_clean,1,1,1,1
eval_0479,sample_0881,pair_089,1,2,1012,native_SS,1,1,1,1
eval_0480,sample_0703,pair_030,2,1,2021,lsda_clean,1,1,1,0
eval_0481,sample_0289,pair_058,2,1,2021,lsda_clean,1,1,1,0
eval_0482,sample_0004,pair_100,2,2,2022,native_SS,1,1,1,0
eval_0483,sample_0099,pair_004,1,3,1013,lsda_clean,1,1,1,1
eval_0484,sample_0295,pair_009,3,1,3031,native_SS,1,0,0,0
eval_0485,sample_0254,pair_050,2,3,2023,lsda_clean,1,1,1,0
eval_0486,sample_0247,pair_097,2,1,2021,native_SS,1,1,1,1
eval_0487,sample_0392,pair_079,1,2,1012,lsda_clean,1,1,1,0
eval_0488,sample_0300,pair_048,2,3,2023,lsda_clean,1,1,1,0
eval_0489,sample_0722,pair_013,2,3,2023,native_SS,0,0,0,0
eval_0490,sample_0173,pair_097,2,2,2022,lsda_clean,1,1,1,0
eval_0491,sample_0319,pair_059,3,2,3032,lsda_clean,1,1,1,0
eval_0492,sample_0001,pair_060,1,1,1011,lsda_clean,0,0,0,0
eval_0493,sample_0275,pair_093,1,1,1011,native_SS,0,0,0,0
eval_0494,sample_0479,pair_069,2,2,2022,native_SS,0,0,0,0
eval_0495,sample_0509,pair_085,2,1,2021,lsda_clean,1,1,1,0
eval_0496,sample_0248,pair_023,1,1,1011,lsda_clean,1,0,0,0
eval_0497,sample_0887,pair_060,2,1,2021,lsda_clean,1,1,1,1
eval_0498,sample_0713,pair_043,3,1,3031,lsda_clean,1,1,1,1
eval_0499,sample_0494,pair_044,1,3,1013,native_SS,0,0,0,0
eval_0500,sample_0565,pair_005,2,3,2023,native_SS,0,0,0,0
eval_0501,sample_0831,pair_023,1,2,1012,native_SS,1,0,0,0
eval_0502,sample_0812,pair_022,1,1,1011,native_SS,1,1,1,1
eval_0503,sample_0840,pair_092,2,2,2022,native_SS,1,0,0,1
eval_0504,sample_0671,pair_062,2,1,2021,lsda_clean,1,1,1,0
eval_0505,sample_0282,pair_002,1,3,1013,lsda_clean,1,1,1,0
eval_0506,sample_0152,pair_016,2,1,2021,native_SS,1,0,0,0
eval_0507,sample_0657,pair_068,3,1,3031,lsda_clean,1,1,1,1
eval_0508,sample_0418,pair_001,1,2,1012,lsda_clean,1,1,1,0
eval_0509,sample_0417,pair_055,2,2,2022,lsda_clean,1,1,1,0
eval_0510,sample_0642,pair_019,1,2,1012,native_SS,1,1,1,0
eval_0511,sample_0355,pair_029,3,3,3033,lsda_clean,1,1,1,1
eval_0512,sample_0707,pair_012,3,1,3031,lsda_clean,1,1,1,1
eval_0513,sample_0582,pair_018,1,2,1012,native_SS,0,0,0,0
eval_0514,sample_0080,pair_081,1,2,1012,native_SS,0,0,0,0
eval_0515,sample_0770,pair_027,3,2,3032,lsda_clean,1,1,1,0
eval_0516,sample_0575,pair_092,2,3,2023,lsda_clean,1,1,1,0
eval_0517,sample_0307,pair_007,2,1,2021,native_SS,1,1,1,0
eval_0518,sample_0135,pair_034,2,2,2022,lsda_clean,1,1,1,1
eval_0519,sample_0079,pair_083,3,3,3033,native_SS,1,1,1,0
eval_0520,sample_0690,pair_051,3,1,3031,lsda_clean,1,1,1,1
eval_0521,sample_0019,pair_053,3,1,3031,native_SS,1,1,1,0
eval_0522,sample_0100,pair_071,3,3,3033,lsda_clean,1,1,1,0
eval_0523,sample_0037,pair_088,3,3,3033,native_SS,1,1,1,0
eval_0524,sample_0786,pair_097,3,3,3033,lsda_clean,1,1,1,0
eval_0525,sample_0892,pair_076,2,2,2022,native_SS,1,0,0,1
eval_0526,sample_0371,pair_014,3,3,3033,native_SS,1,1,1,1
eval_0527,sample_0257,pair_019,2,1,2021,lsda_clean,1,1,1,1
eval_0528,sample_0227,pair_023,2,3,2023,native_SS,1,1,1,1
eval_0529,sample_0521,pair_064,3,2,3032,lsda_clean,1,1,1,1
eval_0530,sample_0787,pair_076,2,3,2023,native_SS,0,0,0,0
eval_0531,sample_0782,pair_071,3,2,3032,native_SS,0,0,0,0
eval_0532,sample_0167,pair_044,3,3,3033,lsda_clean,1,1,1,1
eval_0533,sample_0662,pair_005,3,1,3031,native_SS,0,0,0,1
eval_0534,sample_0210,pair_080,1,2,1012,lsda_clean,1,1,1,1
eval_0535,sample_0234,pair_099,2,1,2021,native_SS,1,1,1,1
eval_0536,sample_0478,pair_010,1,3,1013,native_SS,1,1,1,1
eval_0537,sample_0697,pair_082,1,3,1013,lsda_clean,1,1,1,0
eval_0538,sample_0818,pair_015,2,1,2021,native_SS,0,1,0,0
eval_0539,sample_0854,pair_059,3,1,3031,lsda_clean,1,1,1,0
eval_0540,sample_0296,pair_090,1,3,1013,native_SS,0,0,0,0
eval_0541,sample_0305,pair_037,1,3,1013,native_SS,1,0,0,0
eval_0542,sample_0681,pair_029,2,2,2022,native_SS,1,0,0,0
eval_0543,sample_0695,pair_084,1,2,1012,lsda_clean,1,1,1,0
eval_0544,sample_0136,pair_093,3,1,3031,native_SS,1,0,0,0
eval_0545,sample_0529,pair_007,3,2,3032,lsda_clean,1,1,1,1
eval_0546,sample_0372,pair_008,1,3,1013,lsda_clean,1,1,1,0
eval_0547,sample_0530,pair_067,2,1,2021,native_SS,1,1,1,1
eval_0548,sample_0409,pair_067,1,3,1013,lsda_clean,1,0,0,0
eval_0549,sample_0456,pair_006,1,2,1012,lsda_clean,1,0,0,0
eval_0550,sample_0663,pair_070,3,2,3032,lsda_clean,1,1,1,0
eval_0551,sample_0097,pair_094,1,2,1012,lsda_clean,1,1,1,1
eval_0552,sample_0376,pair_043,2,3,2023,lsda_clean,1,0,0,1
eval_0553,sample_0706,pair_020,1,2,1012,lsda_clean,1,1,1,1
eval_0554,sample_0354,pair_036,3,2,3032,native_SS,0,0,0,0
eval_0555,sample_0270,pair_021,2,1,2021,lsda_clean,1,1,1,1
eval_0556,sample_0055,pair_071,3,1,3031,lsda_clean,1,1,1,0
eval_0557,sample_0323,pair_042,3,3,3033,native_SS,1,1,1,0
eval_0558,sample_0460,pair_095,3,1,3031,native_SS,1,0,0,0
eval_0559,sample_0252,pair_052,1,2,1012,native_SS,1,1,1,0
eval_0560,sample_0818,pair_015,2,1,2021,lsda_clean,1,1,1,1
eval_0561,sample_0042,pair_033,1,2,1012,native_SS,1,1,1,0
eval_0562,sample_0567,pair_021,3,2,3032,lsda_clean,1,1,1,0
eval_0563,sample_0870,pair_017,2,3,2023,lsda_clean,1,1,1,0
eval_0564,sample_0524,pair_026,2,1,2021,native_SS,1,1,1,0
eval_0565,sample_0748,pair_040,3,1,3031,native_SS,0,0,0,0
eval_0566,sample_0419,pair_083,1,2,1012,native_SS,1,0,0,0
eval_0567,sample_0040,pair_006,1,1,1011,lsda_clean,0,0,0,1
eval_0568,sample_0219,pair_014,1,3,1013,lsda_clean,1,0,0,0
eval_0569,sample_0710,pair_064,2,3,2023,native_SS,1,0,0,0
eval_0570,sample_0121,pair_071,2,1,2021,native_SS,1,0,0,0
eval_0571,sample_0001,pair_060,1,1,1011,native_SS,0,0,0,0
eval_0572,sample_0340,pair_049,2,1,2021,native_SS,0,0,0,0
eval_0573,sample_0625,pair_075,2,1,2021,lsda_clean,1,1,1,0
eval_0574,sample_0786,pair_097,3,3,3033,native_SS,1,1,1,1
eval_0575,sample_0624,pair_050,2,2,2022,native_SS,1,0,0,0
eval_0576,sample_0338,pair_040,2,3,2023,native_SS,1,0,0,1
eval_0577,sample_0768,pair_009,1,1,1011,lsda_clean,1,1,1,0
eval_0578,sample_0011,pair_099,3,2,3032,lsda_clean,1,1,1,1
eval_0579,sample_0497,pair_005,1,1,1011,lsda_clean,1,1,1,1
eval_0580,sample_0516,pair_073,3,1,3031,native_SS,0,0,0,0
eval_0581,sample_0795,pair_100,1,1,1011,native_SS,0,0,0,0
eval_0582,sample_0607,pair_033,2,2,2022,native_SS,1,1,1,0
eval_0583,sample_0556,pair_009,1,2,1012,lsda_clean,1,1,1,0
eval_0584,sample_0215,pair_024,1,2,1012,native_SS,1,0,0,0
eval_0585,sample_0075,pair_059,2,2,2022,native_SS,0,0,0,0
eval_0586,sample_0809,pair_054,1,3,1013,native_SS,1,0,0,0
eval_0587,sample_0071,pair_008,3,2,3032,native_SS,1,1,1,0
eval_0588,sample_0652,pair_058,3,3,3033,native_SS,1,1,1,1
eval_0589,sample_0056,pair_021,1,3,1013,native_SS,1,0,0,0
eval_0590,sample_0497,pair_005,1,1,1011,native_SS,1,1,1,1
eval_0591,sample_0061,pair_028,2,1,2021,native_SS,1,1,1,0
eval_0592,sample_0610,pair_020,1,1,1011,lsda_clean,1,1,1,0
eval_0593,sample_0116,pair_090,1,1,1011,native_SS,1,1,1,1
eval_0594,sample_0838,pair_085,1,2,1012,lsda_clean,1,1,1,0
eval_0595,sample_0439,pair_047,1,3,1013,lsda_clean,1,1,1,1
eval_0596,sample_0585,pair_036,2,2,2022,lsda_clean,1,1,1,1
eval_0597,sample_0192,pair_085,3,3,3033,lsda_clean,1,1,1,1
eval_0598,sample_0155,pair_081,1,3,1013,lsda_clean,1,0,0,0
eval_0599,sample_0858,pair_045,3,2,3032,native_SS,1,0,0,1
eval_0600,sample_0123,pair_013,3,2,3032,lsda_clean,1,1,1,0
eval_0601,sample_0200,pair_024,3,3,3033,lsda_clean,1,1,1,0
eval_0602,sample_0361,pair_012,3,2,3032,native_SS,0,0,0,0
eval_0603,sample_0445,pair_006,3,2,3032,lsda_clean,1,1,1,0
eval_0604,sample_0338,pair_040,2,3,2023,lsda_clean,1,1,1,1
eval_0605,sample_0777,pair_012,1,2,1012,native_SS,1,0,0,0
eval_0606,sample_0348,pair_087,3,2,3032,native_SS,1,1,1,1
eval_0607,sample_0603,pair_053,1,2,1012,native_SS,1,1,1,0
eval_0608,sample_0797,pair_004,2,2,2022,native_SS,1,1,1,1
eval_0609,sample_0281,pair_035,2,3,2023,lsda_clean,1,1,1,1
eval_0610,sample_0537,pair_072,3,1,3031,lsda_clean,1,1,1,1
eval_0611,sample_0030,pair_088,2,2,2022,native_SS,0,0,0,0
eval_0612,sample_0778,pair_041,2,2,2022,native_SS,1,0,0,0
eval_0613,sample_0433,pair_029,1,3,1013,native_SS,1,0,0,0
eval_0614,sample_0322,pair_049,1,1,1011,native_SS,0,0,0,0
eval_0615,sample_0751,pair_053,3,3,3033,native_SS,1,1,1,0
eval_0616,sample_0120,pair_075,1,1,1011,lsda_clean,1,1,1,1
eval_0617,sample_0587,pair_081,3,1,3031,native_SS,1,0,0,0
eval_0618,sample_0492,pair_009,3,2,3032,native_SS,1,1,1,0
eval_0619,sample_0648,pair_080,1,3,1013,lsda_clean,1,1,1,1
eval_0620,sample_0686,pair_077,3,1,3031,native_SS,0,1,0,0
eval_0621,sample_0369,pair_020,2,2,2022,lsda_clean,1,1,1,0
eval_0622,sample_0510,pair_025,1,3,1013,lsda_clean,1,1,1,0
eval_0623,sample_0760,pair_033,1,1,1011,native_SS,1,1,1,1
eval_0624,sample_0816,pair_072,2,1,2021,native_SS,0,0,0,1
eval_0625,sample_0326,pair_090,1,2,1012,lsda_clean,1,1,1,0
eval_0626,sample_0643,pair_036,3,3,3033,lsda_clean,0,0,0,0
eval_0627,sample_0814,pair_052,2,2,2022,lsda_clean,1,0,0,0
eval_0628,sample_0421,pair_033,3,3,3033,native_SS,1,0,0,0
eval_0629,sample_0312,pair_086,1,2,1012,native_SS,1,0,0,0
eval_0630,sample_0380,pair_056,3,2,3032,native_SS,1,1,1,0
eval_0631,sample_0685,pair_069,2,1,2021,lsda_clean,1,0,0,0
eval_0632,sample_0013,pair_051,3,2,3032,lsda_clean,1,1,1,1
eval_0633,sample_0753,pair_050,1,2,1012,native_SS,1,1,1,1
eval_0634,sample_0134,pair_051,1,2,1012,native_SS,1,1,1,0
eval_0635,sample_0059,pair_018,2,2,2022,lsda_clean,1,1,1,0
eval_0636,sample_0626,pair_031,3,2,3032,native_SS,0,0,0,0
eval_0637,sample_0017,pair_080,3,2,3032,native_SS,1,1,1,0
eval_0638,sample_0418,pair_001,1,2,1012,native_SS,1,1,1,1
eval_0639,sample_0682,pair_071,2,2,2022,lsda_clean,1,1,1,0
eval_0640,sample_0774,pair_046,2,3,2023,lsda_clean,1,0,0,0
eval_0641,sample_0485,pair_034,3,3,3033,native_SS,0,0,0,0
eval_0642,sample_0010,pair_084,3,3,3033,native_SS,0,0,0,0
eval_0643,sample_0091,pair_046,3,3,3033,lsda_clean,1,1,1,1
eval_0644,sample_0876,pair_050,1,1,1011,lsda_clean,1,1,1,0
eval_0645,sample_0830,pair_090,3,2,3032,lsda_clean,1,1,1,1
eval_0646,sample_0269,pair_089,1,1,1011,native_SS,1,0,0,0
eval_0647,sample_0006,pair_054,3,2,3032,lsda_clean,1,1,1,0
eval_0648,sample_0043,pair_017,2,2,2022,native_SS,1,1,1,0
eval_0649,sample_0666,pair_060,3,2,3032,lsda_clean,1,1,1,1
eval_0650,sample_0250,pair_100,3,3,3033,native_SS,1,1,1,0
eval_0651,sample_0092,pair_091,2,1,2021,native_SS,0,1,0,0
eval_0652,sample_0704,pair_016,1,3,1013,lsda_clean,1,0,0,0
eval_0653,sample_0339,pair_061,3,3,3033,lsda_clean,1,1,1,1
eval_0654,sample_0279,pair_002,1,2,1012,native_SS,1,1,1,1
eval_0655,sample_0877,pair_038,3,1,3031,lsda_clean,1,1,1,0
eval_0656,sample_0873,pair_039,1,3,1013,lsda_clean,1,1,1,1
eval_0657,sample_0844,pair_035,1,1,1011,native_SS,1,1,1,0
eval_0658,sample_0546,pair_049,2,3,2023,native_SS,1,1,1,1
eval_0659,sample_0247,pair_097,2,1,2021,lsda_clean,1,1,1,1
eval_0660,sample_0218,pair_008,1,1,1011,native_SS,1,0,0,1
eval_0661,sample_0891,pair_078,1,2,1012,lsda_clean,1,1,1,0
eval_0662,sample_0533,pair_038,2,3,2023,lsda_clean,1,1,1,1
eval_0663,sample_0507,pair_015,1,2,1012,lsda_clean,1,1,1,0
eval_0664,sample_0570,pair_061,2,2,2022,native_SS,1,0,0,1
eval_0665,sample_0647,pair_097,1,3,1013,native_SS,1,1,1,1
eval_0666,sample_0283,pair_006,3,1,3031,lsda_clean,1,1,1,0
eval_0667,sample_0027,pair_078,2,1,2021,lsda_clean,1,1,1,0
eval_0668,sample_0417,pair_055,2,2,2022,native_SS,1,0,0,0
eval_0669,sample_0618,pair_026,1,2,1012,native_SS,1,0,0,0
eval_0670,sample_0178,pair_060,3,1,3031,native_SS,0,0,0,0
eval_0671,sample_0606,pair_040,2,1,2021,lsda_clean,1,1,1,0
eval_0672,sample_0386,pair_003,2,2,2022,native_SS,0,0,0,0
eval_0673,sample_0875,pair_031,2,2,2022,native_SS,1,1,1,0
eval_0674,sample_0321,pair_022,3,1,3031,lsda_clean,1,1,1,1
eval_0675,sample_0167,pair_044,3,3,3033,native_SS,1,0,0,0
eval_0676,sample_0771,pair_023,3,3,3033,native_SS,0,0,0,0
eval_0677,sample_0533,pair_038,2,3,2023,native_SS,1,1,1,1
eval_0678,sample_0197,pair_050,1,3,1013,lsda_clean,1,0,0,0
eval_0679,sample_0762,pair_079,3,3,3033,native_SS,1,0,0,0
eval_0680,sample_0292,pair_054,2,2,2022,lsda_clean,1,1,1,0
eval_0681,sample_0676,pair_079,3,1,3031,native_SS,1,1,1,1
eval_0682,sample_0112,pair_048,2,2,2022,lsda_clean,1,1,1,0
eval_0683,sample_0548,pair_038,3,2,3032,lsda_clean,1,1,1,1
eval_0684,sample_0847,pair_024,3,2,3032,native_SS,1,1,1,0
eval_0685,sample_0773,pair_050,3,2,3032,native_SS,1,1,1,0
eval_0686,sample_0146,pair_027,3,3,3033,lsda_clean,1,1,1,1
eval_0687,sample_0757,pair_081,3,3,3033,lsda_clean,1,1,1,1
eval_0688,sample_0255,pair_010,1,1,1011,lsda_clean,1,0,0,0
eval_0689,sample_0106,pair_066,2,3,2023,native_SS,1,1,1,1
eval_0690,sample_0243,pair_015,3,2,3032,lsda_clean,1,0,0,1
eval_0691,sample_0011,pair_099,3,2,3032,native_SS,1,1,1,1
eval_0692,sample_0810,pair_053,2,3,2023,native_SS,0,0,0,0
eval_0693,sample_0889,pair_013,3,3,3033,native_SS,0,0,0,0
eval_0694,sample_0764,pair_074,2,2,2022,lsda_clean,1,1,1,1
eval_0695,sample_0672,pair_087,1,3,1013,lsda_clean,1,1,1,1
eval_0696,sample_0636,pair_090,3,3,3033,lsda_clean,1,1,1,1
eval_0697,sample_0416,pair_014,1,2,1012,lsda_clean,0,1,0,1
eval_0698,sample_0594,pair_049,3,2,3032,native_SS,1,0,0,0
eval_0699,sample_0276,pair_070,1,2,1012,native_SS,1,1,1,0
eval_0700,sample_0854,pair_059,3,1,3031,native_SS,1,1,1,0
eval_0701,sample_0420,pair_068,2,2,2022,native_SS,1,1,1,0
eval_0702,sample_0150,pair_042,1,1,1011,native_SS,1,1,1,0
eval_0703,sample_0131,pair_015,3,3,3033,native_SS,0,0,0,0
eval_0704,sample_0743,pair_094,2,3,2023,lsda_clean,1,1,1,1
eval_0705,sample_0194,pair_099,3,1,3031,lsda_clean,1,1,1,1
eval_0706,sample_0084,pair_007,2,3,2023,native_SS,1,1,1,0
eval_0707,sample_0007,pair_087,1,1,1011,native_SS,1,1,1,0
eval_0708,sample_0767,pair_085,3,2,3032,lsda_clean,1,1,1,0
eval_0709,sample_0709,pair_017,1,1,1011,native_SS,1,0,0,0
eval_0710,sample_0551,pair_074,3,2,3032,lsda_clean,1,1,1,1
eval_0711,sample_0501,pair_066,1,2,1012,lsda_clean,1,1,1,0
eval_0712,sample_0603,pair_053,1,2,1012,lsda_clean,1,1,1,0
eval_0713,sample_0084,pair_007,2,3,2023,lsda_clean,1,1,1,1
eval_0714,sample_0842,pair_061,1,1,1011,native_SS,1,1,1,1
eval_0715,sample_0370,pair_004,3,2,3032,lsda_clean,1,1,1,1
eval_0716,sample_0102,pair_025,1,1,1011,lsda_clean,1,1,1,0
eval_0717,sample_0362,pair_080,2,3,2023,native_SS,1,1,1,0
eval_0718,sample_0341,pair_070,3,3,3033,native_SS,1,1,1,1
eval_0719,sample_0627,pair_072,3,3,3033,lsda_clean,1,1,1,1
eval_0720,sample_0714,pair_085,2,3,2023,lsda_clean,1,0,0,0
eval_0721,sample_0403,pair_059,1,3,1013,native_SS,0,0,0,0
eval_0722,sample_0040,pair_006,1,1,1011,native_SS,0,0,0,1
eval_0723,sample_0801,pair_060,3,3,3033,lsda_clean,1,1,1,0
eval_0724,sample_0171,pair_017,2,1,2021,native_SS,1,0,0,1
eval_0725,sample_0165,pair_033,2,3,2023,native_SS,1,1,1,0
eval_0726,sample_0648,pair_080,1,3,1013,native_SS,1,1,1,1
eval_0727,sample_0009,pair_068,2,1,2021,native_SS,1,1,1,1
eval_0728,sample_0717,pair_010,2,2,2022,native_SS,1,1,1,0
eval_0729,sample_0676,pair_079,3,1,3031,lsda_clean,1,1,1,1
eval_0730,sample_0653,pair_069,3,3,3033,lsda_clean,1,1,1,1
eval_0731,sample_0320,pair_017,1,3,1013,lsda_clean,1,0,0,1
